Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B01273,PUERTO RICO CAR SERVICE INC.,,2017,4,April,"10,886",0,50
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2017,3,March,"4,029",0,87
B02929,OTTOMAN TRANSPORTATION INC.,,2019,4,April,26,0,3
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,12,December,37,0,10
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2020,1,January,338,0,7
B01233,NEW LACONIA RAD DISP INC,,2021,1,January,"5,378",0,27
B02539,HAWK CAR AND LIMO SERVICE,JRIDE,2018,8,August,"1,314",0,5
B03052,PROGRESIVE LIMOS INC.,,2018,8,August,"1,855",0,15
B02022,GOLD SEAL CAR & LIMO INC.,,2016,5,May,"1,189",0,29
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2015,7,July,"5,124",0,40
B02913,DAT TRANSPORTATION INC.,,2016,12,December,181,0,8
B00937,RIVERSIDE RADIO DISPATCHER,,2017,12,December,"48,596",0,243
B01013,AMERICANA TRANSPORTATION LLC,,2019,8,August,"1,058",0,7
B02106,"PERFECT LIMO SERVICE, INC.",,2020,10,October,1,0,1
B02110,"OPTIMUM CAR & LIMO, INC.",,2020,4,April,728,0,15
B02917,C & A BLACK CAR CORP.,,2018,11,November,356,0,30
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,7,July,"3,229",0,21
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2020,11,November,"1,084",0,6
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2017,11,November,"11,543",0,64
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2021,1,January,291,0,6
B00149,RAINBOW RAD DISP INC,,2018,1,January,"4,674",0,33
B01364,NY ATLIXCO CAR SERVICE INC,,2019,12,December,"2,699",0,27
B01990,SUK INCORPORATED,RAINBOW LIMO,2017,5,May,612,0,39
B03137,"IOT SERVICES, LLC",,2020,4,April,12,0,1
B03314,"JBK NEW YORK, INC.",COMFORT LIMO NYC,2020,9,September,101,0,19
B03052,PROGRESIVE LIMOS INC.,,2019,10,October,"2,281",0,20
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2020,3,March,126,0,12
B00149,RAINBOW RAD DISP INC,,2019,8,August,"1,911",0,13
B02972,BLESSING TRANSPORTATION GROUP INC,,2019,3,March,6,0,4
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2016,7,July,"22,051",0,154
B02839,YERUSHALAYIM CAR&LIMO INC,,2016,4,April,8,0,2
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2020,12,December,"1,859",0,21
B01233,NEW LACONIA RAD DISP INC,,2020,6,June,"7,457",0,36
B02022,GOLD SEAL CAR & LIMO INC.,,2017,3,March,"1,091",0,32
B02819,FIVE STAR LUXURY INC.,,2018,4,April,"1,256",0,3
B00556,SURREY CADILLAC LIMO SVC INC,,2019,10,October,604,0,14
B02285,"VALERA GLOBAL, INC.",,2021,10,October,"1,891",0,34
B02424,FRIENDLY RIDE INC,,2016,8,August,658,0,34
B00448,DIAL CAR INC.,,2017,11,November,"7,368",0,182
B02612,GOLDEN LUXURY TRANSPORTATION INC.,,2018,1,January,89,0,6
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2020,6,June,275,0,4
B00014,NY ONE CORP CAR INC,,2016,5,May,"7,016",0,174
B02339,SEDANZ INC.,,2020,1,January,306,0,8
B02416,"NEW STORM CAR SERVICE, INC.",,2018,5,May,"2,844",0,8
B03032,A & S LIMOUSINE SERVICE CORP,,2021,5,May,"1,433",0,10
B03291,TRACY LUXURY CORP.,,2021,7,July,99,0,2
B03144,JUST A MOMENT CAR SERVICE INC,,2020,2,February,474,0,7
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2018,5,May,"7,108",0,58
B01710,"79 MASADA III, INC.",MASADA III,2020,1,January,"11,202",0,53
B00459,910 CAR SERVICE INC,,2018,8,August,"5,948",0,34
B02709,DASH CAR SERVICE CORP,,2016,11,November,"1,435",0,6
B01764,QUICK RIDE CORP.,,2017,3,March,880,0,11
B02751,RELIANCE GROUP INC,,2016,12,December,17,0,1
B01051,B Q N C/S CORP,,2021,8,August,"5,047",0,34
B03011,GOOD DAY TRANSPORTATION INC,,2019,10,October,211,0,6
B03174,NEW HEAVEN LUXURY INC,,2020,1,January,276,0,7
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2016,6,June,86,0,1
B00937,RIVERSIDE RADIO DISPATCHER,,2017,9,September,"42,368",0,265
b01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2016,10,October,696,0,14
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2015,8,August,1,0,1
B02391,"BAYRIDGE EXPRESS, INC",,2021,10,October,676,0,6
B01726,SUPER CLASS RADIO DISP INC,,2018,5,May,"10,406",0,71
B02288,SAFARI TRANSPORTATION INC.,,2016,5,May,291,0,6
B02148,MAVRIK TRANS INC.,,2018,6,June,473,0,26
B02998,GENESIS LUXURY TRANSPORTATION CORP.,,2018,9,September,"1,773",0,14
B02634,VETERANS RADIO DISPATCHER CORP.,,2016,1,January,"37,159",0,197
B03015,TRI-COUNTY BLACK CARS INC,,2020,4,April,296,0,5
B01454,FREEDOM LIMO & CAR SERVICE,,2018,7,July,"8,985",0,40
B00900,BIG Q CAR SVC. INC.,,2021,6,June,"17,529",0,72
B01285,UNION RADIO DISPATCH INC,,2015,1,January,"42,434",0,195
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2016,9,September,531,0,10
B00054,128 BLUE BIRD TRANSPORT INC.,LATCH CAR SERVICE,2021,9,September,92,0,1
B02416,"NEW STORM CAR SERVICE, INC.",,2017,9,September,"4,159",0,7
B00653,ROYAL CAR & LIMO SERVICE INC.,,2018,7,July,"1,174",0,12
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2020,8,August,11,0,1
B00151,KINGSBAY CAR SERVICE INC,,2019,11,November,64,0,13
B02184,"DMCLS, INC.",,2018,9,September,217,0,6
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2020,8,August,53,0,6
B02846,DLS TRANSPORTATION CORP.,,2021,7,July,"1,527",0,20
B02929,OTTOMAN TRANSPORTATION INC.,,2020,11,November,618,0,8
B02717,ZOOM CAR SERVICE INC.,,2017,1,January,682,0,3
B00446,COMMUNICAR INCORPORATED,,2016,7,July,"4,664",0,112
B02997,KALUMA TRANSPORTATION GROUP INC.,,2020,3,March,12,0,10
B01231,GO CAR CORP.,,2015,12,December,"10,373",0,67
B01389,METRO LUXURY INC,,2016,9,September,"3,589",0,49
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2018,8,August,"1,884",0,39
B01029,ZION CAR SERVICE INC.,,2017,7,July,39,0,3
B02848,V R WORLDWIDE INC,,2016,5,May,71,0,5
UBER,UBER,UBER,2016,5,May,"5,391,879",0,"32,505"
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2015,5,May,"9,118",0,24
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2020,4,April,"1,929",0,12
B00369,BOULEVARD OPERATING INC.,,2019,12,December,316,0,3
B02228,SPECIAL RADIO DISP.CORP.,,2016,2,February,"2,544",0,23
B02903,JFK LUXURY LIMOUSINE INC,,2018,2,February,679,0,35
B02470,VAHANA INC.,,2015,4,April,452,0,12
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2015,12,December,"1,843",0,12
B00789,VITAL TRANSPORTATION INC.,,2018,5,May,"11,028",0,193
B01146,CHURCH AVE C/S INC,,2016,3,March,"13,266",0,48
B00837,"CAREY LIMOUSINE NY, INC",,2021,10,October,"4,575",0,90
B02180,PEGASUS TRANSPORT SERVICE INC.,,2016,9,September,931,0,60
B02061,ROYAL COACHMAN LTD.,,2017,8,August,71,0,9
B03040,ZYT EXPRESS CORP.,,2019,10,October,894,0,9
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2016,7,July,"1,431",0,9
B02245,OCEANA CAR AND LIMO,,2020,6,June,902,0,5
B03316,BLADE URBAN GROUND MOBILITY LLC.,BLADE,2021,4,April,108,0,7
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,7,July,"2,385",0,25
B02594,FENIX MOBILE DISPATCHERS LTD,,2019,4,April,"1,560",0,6
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,12,December,786,0,39
B00882,UNC CAR & LIMO SERVICE,,2020,4,April,"1,643",0,20
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,11,November,"14,961",0,93
B00448,DIAL CAR INC.,,2018,5,May,"7,034",0,164
B02912,FIRST CLASS LUXURY INC,,2019,5,May,"1,196",0,8
B01339,R C AUDUBON SVC INC,,2017,8,August,"12,316",0,114
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2015,12,December,"1,591",0,10
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2018,10,October,22,0,4
B02913,DAT TRANSPORTATION INC.,,2019,10,October,83,0,6
B02418,PLUSH SERVICES CORP,,2016,1,January,263,0,13
B02912,FIRST CLASS LUXURY INC,,2017,2,February,"1,460",0,10
B02243,BARONAS LUXURY II INC,,2016,12,December,"1,793",0,15
B01362,AMERICAN BASE NO.1 INC.,,2019,2,February,"5,527",0,41
B01466,FIVE STAR,,2016,7,July,"2,637",0,11
B00889,MEXICANA CAR SERVICE INC.,,2016,9,September,"18,830",0,77
B01970,GRAFE STREET SERVICE CORP.,,2019,12,December,426,0,9
b00919,HARLEM CARS INC.,,2016,4,April,"17,481",0,120
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2019,5,May,118,0,37
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2015,6,June,"1,605",0,5
B01233,NEW LACONIA RAD DISP INC,,2020,10,October,"7,446",0,37
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2019,10,October,"5,427",0,31
B02997,KALUMA TRANSPORTATION GROUP INC.,,2020,1,January,10,0,9
B03186,ONE STOP RIDE LLC,,2020,2,February,165,0,5
B01013,AMERICANA TRANSPORTATION LLC,,2017,10,October,"1,260",0,7
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2015,6,June,"11,589",0,20
B02003,"AVALON CORPORATE CAR,INC.",,2019,3,March,"2,468",0,73
B00350,CHAMPION CAR & LIMO SVC. INC.,,2017,6,June,"7,995",0,43
B02093,V.J. CAR & LIMO SVC INC.,,2020,9,September,507,0,4
B00296,PRIME TIME TRANS. INC,,2017,5,May,"1,341",0,38
B01215,ECUADOOR CORP,,2019,9,September,"4,309",0,21
B02525,"HTP, INC.",,2017,2,February,"1,188",0,18
B00310,WATSON CAR SERVICE INC.,,2017,11,November,"23,114",0,110
B02460,CABOT LIMO NY CORP.,,2020,2,February,455,0,9
B02724,"CORE CAR, INC",,2019,10,October,511,0,26
B01467,NEW EXPERIENCE #1 INC,,2015,10,October,"20,416",0,98
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2019,1,January,519,0,27
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2018,2,February,"1,600",0,10
B02731,EMES OF BOROPARK CAR SERVICE INC,,2017,11,November,624,0,4
B02849,BROOKLYN RIDES CORP,,2017,9,September,"12,660",0,90
B02346,PIA CAR LIMO. INC.,,2016,4,April,105,0,5
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2017,3,March,"2,500",0,14
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2020,12,December,437,0,36
B02681,DIRECT CAR & LIMO SERVICE INC.,,2015,10,October,115,0,4
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2020,8,August,304,0,3
B00001,LONDON TOWNCARS INC,,2018,8,August,846,0,26
B01065,EL BARRIO'S CAR SERVICE LLC,,2017,9,September,"11,472",0,79
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2020,2,February,331,0,11
B02191,US LIMO SYSTEM INC,,2015,5,May,"1,039",0,27
B02657,MALCOLM LIMO EXPRESS CORP.,,2018,10,October,"5,695",0,43
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2020,3,March,140,0,12
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2019,8,August,"5,220",0,20
B01091,A & R GOLDEN EXP INC,,2017,7,July,"3,130",0,7
B01349,CAPRICORN LIMO SVC INC,,2021,9,September,532,0,8
B01768,NEW SUPERIOR RADIO GRP CORP,,2019,1,January,"3,938",0,31
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2016,5,May,"2,010",0,16
B00277,ALL CITY CORP TRANS INC,,2020,12,December,946,0,112
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2015,11,November,"3,725",0,92
b00984,P J CAR SVCE,,2016,9,September,"2,764",0,8
B03059,"VOYAGER'S CAR & LIMO,INC",,2018,1,January,90,0,6
B00860,SEAMAN RADIO DISPATCHERS INC,,2018,5,May,"23,796",0,127
B02536,SEAGULL RIDE CORP,,2020,2,February,"2,970",0,11
B02148,MAVRIK TRANS INC.,,2020,9,September,121,0,9
B00210,"HOWARD CAR SERVICE,INC.",,2017,11,November,61,0,4
B01146,CHURCH AVE C/S INC,,2016,7,July,"11,083",0,57
B01280,BENSONHURST RIDE INC.,,2018,5,May,"4,437",0,23
B02566,GSL LIMOUSINES CORP.,,2016,5,May,246,0,27
B02825,GUADALUPANA II CAR & LIMO INC,,2019,5,May,"5,411",0,21
B03059,"VOYAGER'S CAR & LIMO,INC",,2018,7,July,409,0,5
B00310,WATSON CAR SERVICE INC.,,2020,5,May,"14,615",0,89
B01300,KENNEDY RAD DISP INC,,2018,10,October,"9,950",0,96
B00031,QUEENS VILLAGE INC.,,2018,4,April,742,0,4
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2021,10,October,155,0,10
B02793,SEAVIEW ISLAND CAR SERVICE,,2018,10,October,93,0,1
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2018,2,February,303,0,2
B02809,NBT TRANSPORTATION INC,,2016,4,April,805,0,8
B02838,THA MAYA CAR SERVICE INC,,2016,7,July,488,0,12
B00827,"CASTLE CAR SERVICE, INC",,2018,11,November,627,0,3
B02429,SEAGULL RIDE CORP,,2017,4,April,"3,827",0,9
B02550,AGAPE LUXURY CORP.,,2017,11,November,"31,734",0,311
B01710,"79 MASADA III, INC.",MASADA III,2017,4,April,446,0,9
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2019,12,December,"11,521",0,64
B02637,ROOSEVELT CAR & LIMO INC.,,2019,4,April,4,0,2
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,12,December,172,0,2
B01349,CAPRICORN LIMO SVC INC,,2017,6,June,"1,033",0,25
B02782,NEW APP CAR & LIMO INC,,2017,1,January,281,0,11
B01467,NEW EXPERIENCE #1 INC,,2019,2,February,"4,399",0,25
B00457,PREMIUM BRONX CORP,,2018,8,August,"2,297",0,96
B03050,"TORINKO NY, LLC",,2020,9,September,33,0,10
B01215,ECUADOOR CORP,,2018,12,December,"10,143",0,40
B01362,AMERICAN BASE NO.1 INC.,,2015,6,June,"32,021",0,216
B02107,APOLLO RADIO DISPATCH INC.,,2020,10,October,"4,819",0,42
B02331,"CHICO EXPRESS LIMO, INC.",,2021,7,July,"1,773",0,6
B02925,SIGNATURE BLACK CAR LLC,,2018,5,May,152,0,12
B02990,GO MY SEDAN LLC,,2019,5,May,979,0,19
B02550,AGAPE LUXURY CORP.,,2016,1,January,"20,154",0,237
B03069,"HINOMARUNY INTERNATIONAL,INC",,2018,6,June,"1,018",0,40
B00411,FONE-A-CAR INC,,2015,6,June,"4,859",0,71
B02747,LEGEND LUXURY LIMO INC.,,2017,11,November,"3,208",0,44
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2015,5,May,"3,243",0,15
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2017,7,July,250,0,6
B00013,LOVE CORPORATE CAR INC,,2017,12,December,"3,896",0,106
B00350,CHAMPION CAR & LIMO SVC. INC.,,2016,11,November,"9,588",0,46
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2019,9,September,"3,024",0,14
B02925,SIGNATURE BLACK CAR LLC,,2019,7,July,514,0,18
B01625,GLOBE CAR SERVICE INC,,2018,7,July,"1,385",0,5
B00111,SKYLINE CREDIT RIDE INC,,2018,3,March,"15,909",0,269
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2018,11,November,67,0,4
B00625,"CENTRAL CAR SERVICES,INC.",,2016,5,May,"8,729",0,43
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2019,6,June,"7,460",0,38
B00984,P J CAR SVCE,,2020,2,February,80,0,1
B00202,"EXCELSIOR CAR & LIMO, INC.",,2021,8,August,6,0,1
B00647,KISS CAR SERVICE INC,,2019,10,October,"26,553",0,133
B03050,"TORINKO NY, LLC",,2020,7,July,19,0,4
B00296,PRIME TIME TRANS. INC,,2019,4,April,953,0,32
B02397,CHICO EXPRESS CORP. 2,,2016,12,December,"1,406",0,10
B00608,SUMMIT CORPORATE CAR INC.,,2017,12,December,"1,718",0,38
B02921,"GRAVITAS PRIMO,LLC",,2020,11,November,2,0,1
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2019,6,June,"1,585",0,13
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2016,12,December,"4,305",0,27
B01467,NEW EXPERIENCE #1 INC,,2017,8,August,"9,688",0,50
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2020,12,December,"1,741",0,102
B02110,"OPTIMUM CAR & LIMO, INC.",,2018,1,January,"1,045",0,7
B02207,"EASTERN LUXURY, INC.",,2017,10,October,534,0,109
B03201,NYDKB INC.,,2019,9,September,"1,159",0,16
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2021,2,February,446,0,2
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2021,5,May,555,0,6
B02106,"PERFECT LIMO SERVICE, INC.",,2018,11,November,5,0,3
B00111,SKYLINE CREDIT RIDE INC,,2021,2,February,"2,812",0,157
B00647,KISS CAR SERVICE INC,,2017,10,October,"56,993",0,282
B00556,SURREY CADILLAC LIMO SVC INC,,2018,7,July,489,0,19
B01693,ABT LIMOUSINE SERVICE INC,,2019,12,December,62,0,11
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,9,September,"2,089",0,11
B00652,RESCUE C/S INC,,2019,6,June,"2,580",0,17
B00919,HARLEM CARS INC.,,2019,9,September,"3,682",0,23
B01779,APEX CAR & LIMO SVCE INC,,2019,2,February,328,0,20
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2019,1,January,"3,164",0,19
B02200,BCL NETWORK LLC,,2017,1,January,348,0,25
B02103,A & S LIMOUSINE SERVICE CORP,,2017,5,May,"16,732",0,105
B03032,A & S LIMOUSINE SERVICE CORP,,2019,7,July,"3,665",0,20
B01678,"G.T.N.Y. CAR SERVICE, INC.",,2021,9,September,469,0,9
B02217,PCS LIMOUSINE INC.,,2019,5,May,454,0,7
B02599,CMS LIMO INC.,,2019,12,December,223,0,9
B00001,LONDON TOWNCARS INC,,2021,1,January,188,0,12
B01678,"G.T.N.Y. CAR SERVICE, INC.",,2019,5,May,140,0,15
B02252,ASIANA LIMOUSINE INC.,,2017,6,June,15,0,3
B03040,ZYT EXPRESS CORP.,,2018,10,October,808,0,9
B00254,XYZ TWO WAY RADIO,,2016,11,November,"19,307",0,285
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2018,7,July,"3,445",0,15
B03269,"KID CAR NY,LLC",,2021,4,April,294,0,12
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,11,November,"2,618",0,7
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2019,5,May,"1,520",0,7
B01259,THE NEW BROOKLYN C/S INC,,2018,8,August,"14,673",0,50
B00053,CHARGE AND RIDE INC,,2018,2,February,"1,036",0,67
B02103,A & S LIMOUSINE SERVICE CORP,,2019,3,March,535,0,23
B02472,NEW BUSHWICK LUXURY INC.,,2015,3,March,"10,492",0,40
B02921,"GRAVITAS PRIMO,LLC",,2018,12,December,1,0,1
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2017,10,October,"3,150",0,9
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2018,7,July,359,0,19
B03239,CIBAO 2 INC.,,2020,10,October,"2,069",0,15
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2019,12,December,"2,372",0,27
B02737,BWJ GROUP INC,,2016,10,October,"6,246",0,29
B01928,DISCOVER LIMO INC,INFINITY LIMO,2020,9,September,6,0,2
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2016,2,February,369,0,8
B00889,MEXICANA CAR SERVICE INC.,,2020,4,April,660,0,4
B02809,NBT TRANSPORTATION INC,,2015,6,June,102,0,11
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2018,1,January,158,0,10
b00987,MARLBORO CAR SERVICE INC.,,2015,11,November,"1,495",0,12
B02809,NBT TRANSPORTATION INC,,2020,5,May,159,0,3
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2016,3,March,"2,063",0,11
B00459,910 CAR SERVICE INC,,2016,11,November,"7,940",0,47
B01386,FENIX PREMIUM CORP.,,2019,6,June,"1,628",0,7
B00095,LIBERTY CAR SERVICE INC.,,2019,7,July,"2,364",0,13
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2018,2,February,35,0,1
B01536,FIRST CLASS C/L SVC CORP,,2017,12,December,"18,654",0,121
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2017,8,August,"29,369",0,597
B01693,ABT LIMOUSINE SERVICE INC,,2018,9,September,48,0,9
B01196,DIPLO RAD DISP INC,,2020,9,September,"8,723",0,48
B01413,SFL INC,,2021,7,July,463,0,20
B03055,EXPLORER EXPRESS INC,,2017,10,October,844,0,23
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2019,4,April,"2,467",0,15
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2020,9,September,"3,378",0,23
B03033,FLEX EXPRESS CORP.,,2018,3,March,"4,362",0,20
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2021,1,January,"1,197",0,8
B02180,PEGASUS TRANSPORT SERVICE INC.,,2017,8,August,108,0,12
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2018,5,May,"1,603",0,10
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2021,10,October,"1,700",0,47
B01346,ARECIBO C/S INC,,2016,3,March,"14,799",0,92
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2016,2,February,"3,922",0,74
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2015,8,August,"12,778",0,71
B01318,LOWER EAST SIDE C/S CORP,,2017,5,May,"9,791",0,43
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2020,11,November,419,0,4
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2019,12,December,"8,617",0,61
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2021,8,August,510,0,3
B02811,M.L TRIPS CORP.,,2015,11,November,219,0,16
B01362,AMERICAN BASE NO.1 INC.,,2016,4,April,"18,522",0,148
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2016,6,June,785,0,21
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2016,11,November,612,0,29
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2019,3,March,666,0,5
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,9,September,"2,871",0,7
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2021,10,October,720,0,52
B00095,LIBERTY CAR SERVICE INC.,,2020,2,February,"1,391",0,8
B02288,SAFARI TRANSPORTATION INC.,,2017,8,August,182,0,4
B00078,R & R ROAD LIMO SVCE INC,,2019,12,December,"1,047",0,44
B02541,HIBA CAR & LIMO SVC INC.,,2015,6,June,327,0,10
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2021,2,February,249,0,5
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2018,9,September,184,0,7
B01721,W.K. CAR & LIMO SERVICE INC,,2021,10,October,562,0,5
B00225,DELANCEY TRANSPORTATION INC.,,2019,10,October,"4,210",0,29
B00419,KOOP DISPATCHING INC.,,2019,8,August,"1,350",0,2
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2020,9,September,"2,096",0,6
B03281,JARPA TRANSPORTATION CORP.,,2021,8,August,351,0,7
B01066,DOMINICANA RAD DISP INC,,2018,11,November,"7,231",0,42
B01300,KENNEDY RAD DISP INC,,2017,5,May,"11,609",0,87
B01340,UNICAR COMPANY INC,,2016,8,August,"19,713",0,105
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2021,7,July,"1,297",0,7
B02550,AGAPE LUXURY CORP.,,2021,1,January,"13,252",0,116
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2018,3,March,771,0,13
B02429,SEAGULL RIDE CORP,,2016,5,May,712,0,5
B02539,HAWK CAR AND LIMO SERVICE,JRIDE,2017,7,July,780,0,5
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2017,2,February,"1,059",0,15
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2018,12,December,208,0,12
B00310,WATSON CAR SERVICE INC.,,2020,2,February,"29,151",0,158
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2020,2,February,"1,514",0,16
B03033,FLEX EXPRESS CORP.,,2021,7,July,"2,150",0,14
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2021,7,July,"3,032",0,17
B02590,LUXOR LIMO INC,,2019,10,October,"1,294",0,47
B01877,U.S.A. LIMO. INC.,BLUE LINE,2016,9,September,"7,406",0,171
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2016,10,October,24,0,3
B02183,BANGLA CAR & LIMO. SERVICE INC.,,2015,5,May,311,0,109
B00647,KISS CAR SERVICE INC,,2017,3,March,"74,939",0,324
B01466,FIVE STAR,,2021,8,August,"1,002",0,5
B01285,UNION RADIO DISPATCH INC,,2016,4,April,"39,428",0,186
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2017,1,January,"18,847",0,77
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2017,10,October,"5,131",0,50
B03040,ZYT EXPRESS CORP.,,2020,9,September,35,0,2
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2020,9,September,"22,644",0,144
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2019,6,June,"1,022",0,4
B02016,PLANET LIMOUSINE LLC,,2017,2,February,"2,440",0,57
B00369,BOULEVARD OPERATING INC.,,2018,10,October,241,0,4
